n_channels,target_speed,raw_power,safe_power_per_channel
2,3.5258959402772367,0.26583695041757927,0.26583695041757927
4,1.7753210259372803,0.10587731192916099,0.10587731192916099
7,4.926129319760752,0.14595310594490374,0.14285714285714285
3,2.204727531616059,0.16164568652194414,0.16164568652194414
2,2.2345564187482534,0.25838536958266084,0.25838536958266084
7,1.6708025353231313,0.036369018728812534,0.036369018728812534
3,3.748540833670572,0.3080439256876479,0.3080439256876479
7,3.9329971141958833,0.1259061467348322,0.1259061467348322
5,4.656392923020795,0.17070230341940945,0.17070230341940945
6,0.8541248595026181,0.021783481132654995,0.021783481132654995
5,3.4940779304853034,0.17056821457993387,0.17056821457993387
4,0.5983970154295688,0.033060820047375906,0.033060820047375906
8,3.6352801163099993,0.10575820353546785,0.10575820353546785
4,3.4640252792674753,0.18402423858270314,0.18402423858270314
2,4.707100262038719,0.42307662070635454,0.42307662070635454
7,0.7736427007648009,0.020193648869208648,0.020193648869208648
2,2.5133024733502336,0.20232496967428062,0.20232496967428062
4,3.230726985511288,0.12187994577898202,0.12187994577898202
4,3.6568636514058195,0.19392979248035885,0.19392979248035885
4,2.7580025857949986,0.12717839084035368,0.12717839084035368
2,0.965176621361509,0.09328769797887185,0.09328769797887185
7,1.0322396855672578,0.02469979927724127,0.02469979927724127
7,2.283441466802993,0.07594015403701837,0.07594015403701837
7,3.813469109311636,0.13169131660165687,0.13169131660165687
4,0.7909756145715554,0.04223723138989667,0.04223723138989667
7,1.0850272565206165,0.0312683813733059,0.0312683813733059
3,4.901742161377017,0.3154480460193566,0.3154480460193566
4,3.8173726773321954,0.2152763521078692,0.2152763521078692
3,4.854008270400259,0.3808379944064076,0.3333333333333333
7,2.193506309693565,0.07534546356989694,0.07534546356989694
4,3.940784260931239,0.17105964454405004,0.17105964454405004
8,3.6232379460727757,0.07523778779654006,0.07523778779654006
8,2.2504732049021405,0.0654384213106109,0.0654384213106109
3,4.088936846668539,0.2713330815600677,0.2713330815600677
6,4.215142393339475,0.10653456282613523,0.10653456282613523
7,2.434020880262974,0.08394331936102492,0.08394331936102492
2,0.7066315737043221,0.06648425147256318,0.06648425147256318
5,0.7650245015278516,0.03764122679196533,0.03764122679196533
6,1.327254020932498,0.03475646757513306,0.03475646757513306
6,3.1102165117478298,0.12466787898801641,0.12466787898801641
2,1.9073374592165186,0.195285843566904,0.195285843566904
7,3.191382170448819,0.0821970465439104,0.0821970465439104
5,2.446579604928734,0.07461254672369287,0.07461254672369287
7,3.1972525667614446,0.1028042695155964,0.1028042695155964
2,3.6899404928498587,0.4281711043512839,0.4281711043512839
7,2.3862144671832732,0.06221607847119642,0.06221607847119642
6,4.475923953985921,0.14532717455534266,0.14532717455534266
2,2.21509157351808,0.24620891812470608,0.24620891812470608
7,1.6809716127916408,0.0495117083571301,0.0495117083571301
6,3.081192944505421,0.113717240740556,0.113717240740556
3,2.6031787753171614,0.1487028823396904,0.1487028823396904
8,1.3593198985470156,0.03341484895637493,0.03341484895637493
5,4.988282710568816,0.19596283610655282,0.19596283610655282
6,1.0816999050954577,0.0381312125048951,0.0381312125048951
2,3.9429242533400966,0.3966618272833985,0.3966618272833985
7,3.4216232601394263,0.08732963586321288,0.08732963586321288
4,3.991237580461191,0.21329081311459716,0.21329081311459716
4,0.7619426574619315,0.03386060027411219,0.03386060027411219
2,1.609141048136701,0.1518847695352466,0.1518847695352466
5,4.65760750908281,0.23087769554283216,0.2
5,0.9098670949257202,0.030867612964973208,0.030867612964973208
8,4.477776157237857,0.10745530109661154,0.10745530109661154
8,4.303805515659534,0.0950401165041737,0.0950401165041737
6,1.639408441252355,0.05178920232383447,0.05178920232383447
4,1.9711688508986045,0.08484918291715202,0.08484918291715202
7,4.137136695351169,0.09213870216582387,0.09213870216582387
5,2.46977497965319,0.08403437267803375,0.08403437267803375
4,4.5744980705020675,0.24046884797325252,0.24046884797325252
2,1.259447618905654,0.11713155262072922,0.11713155262072922
7,2.297838865876841,0.0762120183544595,0.0762120183544595
8,2.474750852271468,0.07619345331356935,0.07619345331356935
5,2.422848742112544,0.08000532798741662,0.08000532798741662
2,1.6536979241270366,0.1243216287349475,0.1243216287349475
2,1.3947387441641386,0.14176793550620714,0.14176793550620714
4,4.777810094963319,0.28137099538290744,0.25
7,1.8497176322668758,0.0629949692805262,0.0629949692805262
2,3.789929104945207,0.4333075303591941,0.4333075303591941
6,2.527973514825436,0.06599760070299214,0.06599760070299214
5,4.198587282696378,0.17922710353483265,0.17922710353483265
2,2.2654341831878075,0.17627398767732916,0.17627398767732916
2,1.8713661180259202,0.16447802788488353,0.16447802788488353
7,4.947926045782727,0.1291761991509329,0.1291761991509329
4,3.673555382222954,0.1569359412051744,0.1569359412051744
2,2.966445984216364,0.3326502658857163,0.3326502658857163
6,4.102050867793779,0.15008211182579093,0.15008211182579093
8,2.8126932825224413,0.0800032783704657,0.0800032783704657
3,1.787168675670522,0.09534344036305188,0.09534344036305188
5,1.4216272290013765,0.052919780488448954,0.052919780488448954
8,4.623663067767588,0.10847601172123647,0.10847601172123647
3,1.6898233725132266,0.09406573540266812,0.09406573540266812
6,1.6784533494519047,0.06696388680777075,0.06696388680777075
2,3.5528354282517625,0.38799079267660197,0.38799079267660197
8,1.9079442155418807,0.04686977364143948,0.04686977364143948
8,1.7764699196746363,0.04894692458282031,0.04894692458282031
8,2.0783693896142914,0.05480263235811824,0.05480263235811824
4,4.853147415621113,0.2528361636650864,0.25
4,3.083373502267818,0.17726332006671527,0.17726332006671527
5,0.9267259517030751,0.032546087227756704,0.032546087227756704
6,1.925773727735769,0.06014337847577697,0.06014337847577697
2,3.7323076225008984,0.41680421609682544,0.41680421609682544
4,4.5070786912036604,0.20939016314150155,0.20939016314150155
7,3.63037311372807,0.09063833196347562,0.09063833196347562
7,4.495118167037972,0.15565984964218993,0.14285714285714285
3,1.1553441080375093,0.09063918990616306,0.09063918990616306
8,0.8618245103712118,0.024312498952514142,0.024312498952514142
5,3.554030313658049,0.17155629944488973,0.17155629944488973
3,2.981727665083997,0.1733785308755721,0.1733785308755721
4,2.1412182865103775,0.08474078861712296,0.08474078861712296
6,1.6389761417643856,0.05525532514137696,0.05525532514137696
8,4.9291521592850955,0.0980690796989263,0.0980690796989263
8,2.9626847122124405,0.08530729046044774,0.08530729046044774
4,3.3804523164633684,0.14555334312157778,0.14555334312157778
7,4.113620028960053,0.11034881268980129,0.11034881268980129
6,3.989822018162565,0.13152765851401804,0.13152765851401804
7,0.9353374863141608,0.029824226957477693,0.029824226957477693
8,1.5942224089529238,0.04713591363349216,0.04713591363349216
7,3.5032012454448784,0.12407161369147408,0.12407161369147408
3,2.1117442701982396,0.11336374420183405,0.11336374420183405
3,2.5410291664469185,0.14242655690043715,0.14242655690043715
4,4.161104626371363,0.2043887170935882,0.2043887170935882
2,1.0523634438019407,0.10416542810480676,0.10416542810480676
7,2.7744156436542595,0.09682768401197703,0.09682768401197703
6,3.696938474510392,0.11147636216346785,0.11147636216346785
6,0.9826361028439695,0.025197244387354704,0.025197244387354704
2,3.927933482055874,0.4016397781843556,0.4016397781843556
7,2.2209011874517453,0.07561023404810217,0.07561023404810217
6,2.0181380374328075,0.07524629667860709,0.07524629667860709
6,1.0093324946177509,0.02826175869587067,0.02826175869587067
6,1.0165465424210731,0.03745401217429159,0.03745401217429159
4,2.2073330713695256,0.11891918461495549,0.11891918461495549
8,3.4729962649572506,0.06541152112751245,0.06541152112751245
4,3.455303867185676,0.13245029871610847,0.13245029871610847
5,2.526712012706434,0.10545135222341903,0.10545135222341903
8,3.6071763563182913,0.0693199791017943,0.0693199791017943
8,0.9673313820342201,0.021843542392615097,0.021843542392615097
7,4.821386138808802,0.1599768081205168,0.14285714285714285
2,0.9537452887628606,0.08144641542575648,0.08144641542575648
6,1.5272282986345884,0.04212454678199642,0.04212454678199642
7,3.038689224718722,0.0764121240772763,0.0764121240772763
4,2.825652720179315,0.13693642627302635,0.13693642627302635
8,2.9218315664386916,0.08770528203649076,0.08770528203649076
5,4.237998969925219,0.15268874875063107,0.15268874875063107
3,2.216170437458661,0.11887656669141267,0.11887656669141267
2,3.6734092606820807,0.45252551050379775,0.45252551050379775
6,1.6087985445281499,0.04779194092670892,0.04779194092670892
6,4.179999452651087,0.14229482222724604,0.14229482222724604
6,2.8737631754078166,0.07301252845105342,0.07301252845105342
5,4.649034813622933,0.22635384139359926,0.2
8,2.9178174312858127,0.08505638149037255,0.08505638149037255
2,1.578325817083737,0.14772352911526646,0.14772352911526646
4,3.618241788099582,0.13858512152537247,0.13858512152537247
7,0.693974896018912,0.017645624259690483,0.017645624259690483
6,2.5814444889840167,0.07512642737102293,0.07512642737102293
3,1.285529572239409,0.08825825863300968,0.08825825863300968
6,3.4165017262705124,0.08612360736936052,0.08612360736936052
6,0.8156170226987488,0.030717536364759417,0.030717536364759417
4,3.8227259902811053,0.18744611709512743,0.18744611709512743
3,3.0111464356213893,0.15081947789209166,0.15081947789209166
8,2.3722428763467915,0.06634298379245444,0.06634298379245444
2,4.725287104891253,0.44031731894634246,0.44031731894634246
7,2.4634204457998465,0.06319105408204903,0.06319105408204903
4,1.9736580157630552,0.1089722955178074,0.1089722955178074
2,2.7203548012591514,0.2923265386162208,0.2923265386162208
2,2.1243626101921493,0.2593759424287042,0.2593759424287042
7,2.8980053978743787,0.09888288055728642,0.09888288055728642
7,2.79404356036932,0.07704250128037606,0.07704250128037606
4,4.559463678217686,0.2801600526859781,0.25
4,2.692788227646964,0.15317781058728178,0.15317781058728178
3,0.6144730639437188,0.05094599673440872,0.05094599673440872
2,1.7010478077151734,0.18316444190513836,0.18316444190513836
5,4.641843097332686,0.1475669350581281,0.1475669350581281
3,3.6144383938471285,0.26684266659778,0.26684266659778
6,3.940903795427904,0.15640900882064124,0.15640900882064124
3,1.426274552918335,0.11604450848956807,0.11604450848956807
2,3.937486345908477,0.46131093175388405,0.46131093175388405
4,1.005713118246705,0.05944733141529336,0.05944733141529336
8,1.5181126256996464,0.03973786088805833,0.03973786088805833
2,1.9472978264441514,0.20586281176421084,0.20586281176421084
3,3.284544339742863,0.22575683330774904,0.22575683330774904
2,1.5186387677947084,0.13295105855664296,0.13295105855664296
2,2.998685519655303,0.23410502873207154,0.23410502873207154
6,1.4322588260915043,0.048920523154679166,0.048920523154679166
5,2.195591749009711,0.10771087500240577,0.10771087500240577
3,2.2783629539538848,0.12235858266500728,0.12235858266500728
7,0.534877539264329,0.015432230746907246,0.015432230746907246
7,3.416430610541087,0.1127722290488907,0.1127722290488907
7,0.8360570181254665,0.01932237785224,0.01932237785224
7,3.91434728408381,0.12155918201770577,0.12155918201770577
7,3.3977842068845354,0.11756367739741597,0.11756367739741597
8,1.7869335787815144,0.036098399283944364,0.036098399283944364
6,2.708347568069537,0.07714018790974958,0.07714018790974958
6,3.718778662344325,0.10126042723560774,0.10126042723560774
2,3.699391464715668,0.44971502177054357,0.44971502177054357
3,2.724070073705569,0.19020252867512538,0.19020252867512538
3,3.134769589448569,0.20054932404132997,0.20054932404132997
3,3.8452172962775064,0.20422702333552245,0.20422702333552245
6,2.53917103554047,0.08236255193514927,0.08236255193514927
2,1.4278611014730018,0.12442517075046229,0.12442517075046229
6,4.084823454306612,0.11955247453830586,0.11955247453830586
7,4.176131654421942,0.11295863838379369,0.11295863838379369
7,3.2542259765681307,0.09152534255853721,0.09152534255853721
